Text,Label
"Wtf....bat soup!? Whether that’s the virus or not, that’s craycraychina!! Bats!!?? China. Trip to Infected Zone. What's Fake and Truth about Coronavirus //... HTTPURL via @USER",UNINFORMATIVE
#BREAKING: #Florida reports first 2 deaths from #coronavirus. (BNO),INFORMATIVE
UPDATE on the Senate coronavirus phase three bill. Congress listened to everyone who rightfully demanded that the nearly $2 trillion dollars in emergency spending come with strong oversight mechanisms. 1/4,UNINFORMATIVE
"@USER We're not doing better, over 9,000 cases can be multiplied according to the infection rate from one person with close contact of course, as for NY they're airports round it brought it in from China and another Democrat run state Washington! where it seems the covid19 started from",UNINFORMATIVE
@USER Italy declared the state of emergency by decree on Jan 31. Day after WHO declared intl emergency. This gave the Govt the space to implement apt measures to counter covid. Italy had no deaths and no cases at that point. 1/2,INFORMATIVE
So the first Utah Covid Death is an over 60 year old man from Davis County. Does that make it the guy who attended the BYU game?,INFORMATIVE
"Hard to stay positive today. I've seen this movie too many times. McConnell, Trump, and the rest of the grifters see the Covid19 emergency as just another looting opportunity, and to hell with the rest of us. They're doing it in plain view, defying anyone to stop them. Who will?",UNINFORMATIVE
"One of Vice President Mike Pence’s staffers has tested positive. A Trump administration official working in Pence’s office has tested positive for the coronavirus, though that person did not come into close contact with Pence or Trump, according to a spokeswoman. NYTimes",INFORMATIVE
"#China’s Foreign Ministry and National Health Commission held a video conference with 18 European countries including the #UK, #France #Germany, #Italy, #Spain and #Switzerland Thursday night to share the experience in tackling #COVID19 outbreak. HTTPURL",UNINFORMATIVE
.@USER has joined forces w @USER to provide expanded coverage on how the #coronavirus pandemic is affecting CA. &gt;80 students + nearly 20 journo instructors will report on the impact of #COVID19 in each of CA's 58 counties. This is their first story.,UNINFORMATIVE
"Coronavirus has taken over 20,000 lives in the US Trump knew the virus was coming He was briefed He failed to prepare “I am become death, destroyer of worlds” - Robert Oppenheimer after completing the atomic bomb Sad how this fits Trump currently Save our souls HTTPURL",INFORMATIVE
Fauci: Coronavirus death rate like very bad flu- His current assessment is a signicant downgrade from the figure he cited in testimony to the House of Reps on 03/11 in which he called for a cancellation of any large gatherings. #FauciFraud DS‼️ HTTPURL,UNINFORMATIVE
"@USER 1. The BBC report did quote a doctor who said on condition of anonymity that there are cases where patients arrived dead dur to respiratory disorder, but were not even tested. 2. Wld anyone have access to data of deaths caused due non-covid reasons, other than govt? @USER",UNINFORMATIVE
"Mix this problem with COVID-19....plague, famine &amp; death. The swarms are heading through Asia currently. Cambodia, Laos &amp; Tibet. HTTPURL",UNINFORMATIVE
"Senators urge Jeff Bezos to give Amazon warehouse workers sick leave, hazard pay - CNBC: * Senators urge Jeff Bezos to give Amazon warehouse workers sick leave, hazard pay CNBC * Amazon warehouse workers fear catching coronavirus just to get you your… HTTPURL HTTPURL",UNINFORMATIVE
"@USER also has a #Covid19 recovery plan which he addressed long before the virus reached the US: Paid family/sick leave A 4th Economic Stimulus All Covid related healthcare costs And, Joe would not have thrown out the US epidemic plan! 3 #VoteJoe HTTPURL",UNINFORMATIVE
New post (Mike Pence Celebrates Story of Great Great Grandmother Recovering from Coronavirus) has been published on Randy Salars News And Comment - HTTPURL HTTPURL,UNINFORMATIVE
Some one please ask this idiot Rajiv Bajaj to look at the cases impacting NY and NJ! Not just seniors but healthy youngsters are dying without any pre-existing condition! #COVID #COVID19,UNINFORMATIVE
"UK Coronavirus Update (21st March 2020) 🇬🇧: Number of cases: 5,018 (+1,035) Number of deaths: 233 (+56) HTTPURL",INFORMATIVE
".⁦@USER UPDATE: Flu Deaths Now Total 20,000, Including 136 Children. US EPI UPDATE Coronavirus In its March 5 update the US CDC confirmed 99 cases and 10 deaths across 13 states (data current through 4pm on March 4th) plus 49 on Princess Ship. HTTPURL",INFORMATIVE
"First coronavirus case in Utah, but @USER thinks the senate should be conducting a phony political investigation of Joe Biden.",INFORMATIVE
"@USER Very surprised with the muted action! $PSTI actually got approval to treat #COVID19 patients under compassionate use All 3 treated patients are in a high-risk group based on age &amp; preexisting conditions, been experiencing severe respiratory failure, &amp;intubation with a ventilator",UNINFORMATIVE
"India registered 50 more #coronavirus cases on Friday, taking the total number of infections to 223, based on health ministry data, forcing several state govts, including Maharashtra, to shut shops and offices till 31 March HTTPURL",INFORMATIVE
"Thanks to gifts generously donated to the COVID-19 Community Response Fund established by @USER and the @USER a total of $195,000 was awarded to 14 nonprofits. Learn more: HTTPURL HTTPURL",UNINFORMATIVE
"#Coronavirus #ItalyStaysAtHome Lombardy &amp; North: #Lockdown for 16m people In the last 24 hours deaths jumped by 133 to 366; the number of infections rose by 25% to 7,375. #Lockdown could be a harbinger of containment measures we could see elsewhere. HTTPURL",INFORMATIVE
"In Press Conf today, Trump, asked about Senators selling stock after informed about Coronavirus. He said didn’t know much but Sen “Finesteeen” was one. He objected when another questioner mentioned 2 Republicans he shit his pants,”why 2 Republicans” he asked. No Comprehension!",UNINFORMATIVE
A woman who works closely with “medically fragile” special needs students at a Chicago Public School has tested positive for the coronavirus. Italy has canceled all schools in the country- the US should be *proactive* in closing schools #coronaviruschicago HTTPURL,INFORMATIVE
"A collapsed hotel in Fujian, China, was used to quarantine those who were in close contact with those infected with the new coronavirus. About 70 people are supposedly under the rubble, 28 of them have already been saved #China #fujian #Coronavirus #COVID19 #كرونا HTTPURL",UNINFORMATIVE
#COVID19 【Italy🇮🇹】778 new cases and 49 new deaths in Italy Italy now has 4636 cases,INFORMATIVE
Trump on #Covid_19 is the Mexican equivalent of Felix “Ta bien” (“Está bien”) ... minus the unfolding grand strategy. HTTPURL,UNINFORMATIVE
"B.C. provincial health officer Dr. Bonnie Henry announced 74 new #COVID19 cases in the province on Saturday, bringing the total to 424. HTTPURL",INFORMATIVE
A lot of folks in line this morning at the drive-thru #COVID19 testing site at Mahalia Jackson Theater parking lot. We’ll let you know via Twitter &amp; text when the 250 cap has been reached today. Tests will be offered daily starting at 8am. More at HTTPURL HTTPURL,UNINFORMATIVE
"US Dwarfs China in Contributions to International Bodies Responding to Pandemic, as Beijing Touts Relief Efforts HTTPURL Download The Epoch Times app to see our exclusive Coronavirus coverage and daily updates:HTTPURL",UNINFORMATIVE
"Musician &amp; songwriter #AdamSchlesinger, founding member of #FountainsOfWayne, dies of #coronavirus at 52. HTTPURL My fav is still Valley Winter Song he co-wrote with Chris Collingwood.",INFORMATIVE
"So far the media’s been caught lying about the following with COVID19 saying: ▪️People died who actually recovered ▪️People does from it yet they tested negative ▪️Hospitals are overcrowded when videos show them empty ▪️Medication Trump mentioned was wrong, then FDA approved it",UNINFORMATIVE
"On March 27, 1977, two Boeing 747 jets, KLM Flight 4805 and Pan Am Flight 1736, collided on the runway at Tenerife. In this deadliest accident in aviation history, 583 people died. On 21 March 2020, 793 people died in Italy of #COVID19.",INFORMATIVE
"🔘#COVID2019 Daily new cases, total confirmed cases &amp; deaths in 🇯🇵Japan 👍Contributor: @USER Visit📊HTTPURL &amp; follow👉@USER for the latest updates HTTPURL",UNINFORMATIVE
General facts: The mortality rate of Corona is 2 to 3% whereas other diseases have been reported to be 43% and cases reported between ages 15-25 yrs are 0.2%. The majority of infectees are asthma patients &amp; patients already suffering from pulmonary disorders. #ImtiazCare #COVID19 HTTPURL,UNINFORMATIVE
"via @USER South Korea confirms 174 new coronavirus cases, total to 6,767: South Korea's new confirmed coronavirus cases on Saturday rose by 174 from late Friday, taking the national tally to 6,767, the Korea Centers for… HTTPURL Reuters World News HTTPURL",INFORMATIVE
"@USER @USER @USER So it means, they using Covid-19 as tool to harass and detain Muslims related to TZ? If this is the case then it’s really sad and dangerous 🙄",UNINFORMATIVE
When #Lenin rose to power in 1917 he brought with him the #pandemic of 1918 killing 100 Millions souls. In his resurrection as #Putin &amp; #AntiChrist brings with him the #Coronavirus as #Apocalyptic Judgment &amp; Plagues of Rev. Chapters 11-15 &amp; 16. It’s Here! #REPENT #SaudiArabia HTTPURL,UNINFORMATIVE
Preparations for turning schools into quarantine hospitals are afoot in South Delhi Municipal Corporation where 25 schools in Najafgarh zone have been identified to be turned into hospitals incase #Covid19India patients in #Delhi increase - HTTPURL @USER,UNINFORMATIVE
"Also: for those just discovering Robert Redfield, here’s our piece about his background and the missteps at CDC — written 10 days ago, before the first unexplained coronavirus cases in US were reported. HTTPURL",UNINFORMATIVE
"Hey everyone, please consider donating to help frontline COVID19 testing staff who are working 24/7 to protect you and your families. Link: HTTPURL cc @USER HTTPURL",UNINFORMATIVE
"Sending best regards to Sen. Ted O'Brien as he fights the coronavirus. One of the gentlemen of #ROC politics, he has served his party, his neighbors and his state with kindness and integrity.",INFORMATIVE
41 new cases of #Covid_19 in #Erbil province today in #Kurdistan region. This is what happens when stupids do not #StayHome and attends funerals.,INFORMATIVE
🔴Rasht is a city in Iran without medical facilities and a coronavirus that kills dozens daily. 🔴More than twenty nurses and doctors have been died by the Coronavirus in this city. 🔴 The city of Rasht needs urgent help. @USER @USER #coronavirus #Rasht_Iran #رشت HTTPURL,INFORMATIVE
"The first positive case of Coronavirus confirmed on Navajo Nation. I am thinking of the many rural families right now on my rez. It’s going to be a tough few weeks. Families still have no access to clean water, electricity, or basic infrastructure like addresses or paved roads.",INFORMATIVE
